Instance,Submission Date,Submitter,Lat,Long,UniqueCode,District,14273350|Interviewee,School_Name,14273351|What kind of public institution is this?,Category,Type,14283355|Photo of Water Point,Improved_Water,14274381|What is the type of the water point/system?,14282353|What is the type of the water point?,14276355|Does the public institution have its own water point or does it share one with the community?,14274384|How many student/patients/patrons/staff use this water point/system?,14281365|Do any other community members use this water point/system?,14279375|How many additional community members use this water point/system?,14278375|What year was the water point/system constructed or rehabilitated?,14286350|Is the water point part of a Water For People supported project?,14275349|What role did Water For People play?,Enough_Water,14282355|Why doesn't the source provide enough water every day?,14283361|What months are there shortages?,14286354|How many hours a day is water available?,14277350|Is any water treatment done at the water point/system?,14280335|What water treatment is being done?,14282359|Has the water system been down for more than 1 day in the last 30 days (except for routine maintenance)?,14281370|How many days did it take to get it repaired?,14276364|Why was the system down for more than 1 day?,14273360|Have any major repairs been completed on the point/system in the past year?,14274390|What was repaired/replaced?,14275352|How much did the repairs cost?,14273361|Are there any current problems with the system that require attention?,14284364|What is the current problem?,14285366|Is water available from the system on the day of the visit?,14282364|Why isn't water available from the system on the day of the visit?,14276370|Was the Residual Chlorine within the permissible limit?,14285370|Residual Chlorine,14286366|Does the quantity of water available on the day of the visit meet government standards?,14237503|Why is there an inadequate amount of water?,14280345|Where does the money come from to operate and maintain the water point/system?,14281378|Photo of Sanitation Technology,14274397|Does the public institution have an improved sanitation facility?,14281379|What is the type of the improved sanitation technology?,14278388|What type of unimproved sanitation does the public institution use?,14273370|In what year was the sanitation technology implemented?,14278389|How many latrines are there for girls?,14276373|How many urinals are there for girls?,14237506|How many latrines are there for boys?,14273371|How many urinals are there for boys?,14281380|How many unisex latrines are there?,14279392|Is there evidence that the latrines are being used?,Funtioning_Optimally,14275367|What are the current problems?,Clean,Water_available,Soap_Available,14286373|When do you wash your hands with soap or other cleansing agent?,14281382|Is this a secondary school?,14284374|Is there any changing room attached with the sanitation block?,14286375|Is there any incinerator attached with the changing room?,Sanitary_Napkin,14274402|Is there utensil washing station available?,14277363|Is there any bathing enclosure in the toilet block or school?
20705763,27-09-2013 05:38:12 UTC,null,23.06246275,88.64957539,tfh3umhr,Nadia,Utpal Sarkar,Darappur High School,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1233339355910.jpg,Yes,PHE 6 Handpump with AMAL filter,,Has its own water point/system,1025,No,,2010,Yes,Technical Advice|Hardware|Software/Capacity Building/Training|Finance,Yes,,,,Yes,Filtration,No,,,No,,,Yes,Likage problem,Yes,,Not Applicable,,Yes,,PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1133592804395.jpg,Yes,Pour Flush Latrine,,2010,3,2,2,8,0,Yes,Yes,Drainage problem in girls toilet,No,Yes,No,After Defecating|After Eating|Before Cooking|Before Eating|After Handling Livestock|After Cleaning a Baby's Bottom,Yes,Yes,Yes,Yes,No,No
20113108,29-08-2013 10:46:03 UTC,SARBODAY SANGHA,21.89230518,87.95557345,rxpvjhoj,East Medinipur,Ashit Kr.Bishal,Mansinghaber Banishree Vidyaniketan,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto7446606490772.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,764,No,,2010,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto7304196120901.jpg,Yes,Pour  Flush Toilet with Septic Tank,,2010,2,6,2,7,0,Yes,No,,No,Yes,Yes,After Defecating|After Eating|Before Eating,Yes,Yes,Yes,Yes,No,Yes
20617367,11-09-2013 09:32:45 UTC,ss sagar samir maity,21.83237634,88.1471042,ruyrgqrj,South 24 Parganas,nirmalya barui,hendalketki kumarnaryan f.p.school,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto4097444854862.jpg,Yes,Mark II,,Has its own water point/system,100,Yes,150,2011,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto4268363952764.jpg,Yes,Improved Pit Latrine,,2006,1,1,0,1,0,Yes,Yes,No Water to Flush Latrine,Yes,No,No,After Defecating|After Eating|Before Cooking|Before Eating,No,,,,No,
20504865,08-01-1980 08:16:03 UTC,SSDC-SUDIPTA,21.82388286,88.36033158,rukpzrtf,South 24 Parganas,Tripti Rani Pradhan,Gobindapur FP School,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto11997073476184.jpg,Yes,Tara Direct Action Pump,,Has its own water point/system,85,Yes,35,2003,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto12523843190548.jpg,Yes,Improved Pit Latrine,,2008,45,45,35,35,83,Yes,No,,No,Yes,Yes,After Eating,No,,,,Yes,
20696693,10-09-2013 16:33:04 UTC,BESU,22.88080629,88.67811966,t74oa7el,North 24 Parganas,Shaymal Krishna Sardar,Panchagram High School,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto2109575868164.jpg,Yes,PHE 6 Handpump with AMAL filter,,Shares the community water point/system,700,No,,2009,Yes,Technical Advice|Hardware|Software/Capacity Building/Training|Finance,Yes,,,,Yes,Filtration,No,,,Yes,Regenaration,5000,No,,Yes,,Not Applicable,,Yes,,School Budget|PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1784738557374.jpg,Yes,Pour Flush Latrine,,2007,2,4,2,6,0,Yes,No,,No,Yes,Yes,After Defecating|After Eating|Before Cooking|Before Eating|After Handling Livestock|After Cleaning a Baby's Bottom,Yes,Yes,Yes,Yes,No,No
20703299,30-09-2013 08:00:57 UTC,null,22.88230718,88.75569092,t775l8qs,North 24 Parganas,Sankar Paul,Gobordanga Collegiate High School,School,Boys,Non-Primary,,Yes,PHE 6 Handpump with AMAL filter,,Has its own water point/system,594,No,,2010,Yes,Technical Advice|Hardware|Software/Capacity Building/Training|Finance,No,Failure to Pay,,,No,,Yes,730,Lack of Money,No,,,Yes,Broken Parts,No,System is Broken|System is Down for Maintenance or Repair,Not Applicable,,,,School Budget|Not maintained,,Yes,Pour  Flush Toilet with Septic Tank,,2010,0,0,2,6,0,Could Not Access Latrines,Cannot Access Latrine,,Could Not Access Latrines,No,Could Not Access Latrines,After Defecating|After Eating,No,,,,Yes,
20627781,04-09-2013 15:21:48 UTC,SSDC-SRIDHAR,21.80771089,88.32192486,rttz9uc3,South 24 Parganas,Tarun Kr. Mitra,Gopalnagar Highschool,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto11906729769878.jpg,Yes,Mark II,,Shares the community water point/system,1175,Yes,150,2011,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,No,Rationing,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto11943385440043.jpg,Yes,VIP,,2010,2,4,3,5,0,Yes,No,,No,No,No,After Defecating|Before Eating,Yes,Yes,Yes,Yes,No,Yes
20711417,06-03-2011 00:46:40 UTC,ss sagar sajal,21.65901687,88.05987353,rn0222vq,South 24 Parganas,laxman das,beaguyakhali gadamoyee f.p school,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto11235425632759.jpg,Yes,PHE 6 Handpump,,Has its own water point/system,248,Yes,120,2002,No,,Yes,,,,No,,No,,,No,,,Yes,Broken Parts|Low Water Flow,Yes,,Not Applicable,,No,Broken System,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto11155047611519.jpg,Yes,Improved Pit Latrine,,2003,1,1,1,2,0,Yes,Yes,Structural Problems,Yes,No,No,After Defecating|After Eating|Before Cooking|Before Eating,No,,,,No,
20696692,10-09-2013 16:27:07 UTC,BESU,22.96135123,88.73476822,tatw0tmb,North 24 Parganas,Sabhasachi Ray,Rarpur Tangra Rampur High School,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto633738769546.jpg,Yes,PHE 6 Handpump with AMAL filter,,Has its own water point/system,955,No,,2010,Yes,Technical Advice|Hardware|Software/Capacity Building/Training|Finance,Yes,,,,Yes,Filtration,No,,,Yes,Lickage problem and sand change,1200,Yes,Broken Parts|Pipe problem,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto493126129167.jpg,Yes,Pour Flush Latrine,,2010,2,6,2,8,0,Yes,No,,No,Yes,Yes,After Defecating|After Eating|Before Cooking|Before Eating|After Handling Livestock|After Cleaning a Baby's Bottom,Yes,Yes,Yes,Yes,No,No
20699781,10-09-2013 16:46:10 UTC,BESU,22.86684121,88.70839254,t6hl5357,North 24 Parganas,Adwaita Mondal,Bergoom HighSchool(HS),School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1337926116958.jpg,Yes,PHE 6 Handpump with AMAL filter,,Has its own water point/system,1181,No,,2008,Yes,Technical Advice|Hardware|Software/Capacity Building/Training|Finance,Yes,,,,Yes,Filtration,No,,,No,,,No,,Yes,,Yes|Not Applicable,,Yes,,School Budget|PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1428023620621.jpg,Yes,Pour Flush Latrine,,2008,3,9,3,11,0,Yes,Yes,some parts broken,Yes,Yes,No,After Defecating|After Eating|Before Cooking|Before Eating|After Handling Livestock|After Cleaning a Baby's Bottom,Yes,Yes,Yes,Yes,No,No
20228366,10-09-2013 08:31:56 UTC,Ashok. Sabuj Sangha,21.73829751,88.43304868,rqn66ppm,South 24 Parganas,vivekananda Maiti,Sridhar nagar new F.P.School,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto2562464721722.jpg,Yes,Tara Direct Action Pump,,Has its own water point/system,126,No,,2003,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto2416236053511.jpg,Yes,Pour Flush Latrine,,2009,1,2,1,1,0,Yes,Yes,No Water to Flush Latrine,No,Yes,Yes,After Defecating|Before Cooking|Before Eating,No,,,,No,
20230687,31-08-2013 07:45:06 UTC,Panchanan. Sabuj Sangha,21.95375344,88.37521967,s0ji499k,South 24 Parganas,Ranadhiranjan  Gharami,Dk  Raypur  13  No  Gheri  Fp  School,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto344140075686.jpg,Yes,Mark II,,Has its own water point/system,54,Yes,25,2011,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,No,o,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto510548919680.jpg,Yes,Improved Pit Latrine,,2009,1,1,1,1,0,No,Yes,No Water to Flush Latrine,Yes,Yes,Yes,Before Eating,No,,,,Yes,
20632356,10-09-2013 07:33:18 UTC,ss sagar samir maity,21.8294229,88.12755098,rutvtv5n,South 24 Parganas,rajsankar das,bamankhali hirannesa f.p.school,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto5682379333682.jpg,Yes,Mark II,,Has its own water point/system,67,Yes,120,2006,No,,No,Don't Know,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget|Government,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto5576436554141.jpg,Yes,Improved Pit Latrine,,2011,1,2,1,2,0,Yes,No,,Yes,No,Yes,After Defecating|After Eating|Before Cooking|Before Eating,No,,,,No,
20625654,14-09-2013 06:37:51 UTC,null,21.76086133,88.11122633,rrohxzko,South 24 Parganas,tapan kumar das,khasramkar uttar biswalaxmi f.p.school,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto553058837895.jpg,Yes,Mark II,,Has its own water point/system,98,Yes,100,2002,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto629203735356.jpg,Yes,Improved Pit Latrine,,2012,0,1,1,1,0,Yes,Yes,No Water to Flush Latrine|Structural Problems,Yes,No,No,After Defecating|After Eating|Before Cooking|Before Eating,No,,,,No,
20233573,02-09-2013 06:51:51 UTC,Panchanan. Sabuj Sangha,21.9811091,88.37601948,s1sqgss0,South 24 Parganas,Ambika  Gharami,Dakshin  Raypur  Fp  School,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto544856933596.jpg,Yes,Noria Pump,,Has its own water point/system,80,No,,2010,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,No,o,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto732233184817.jpg,Yes,Improved Pit Latrine,,2006,1,1,1,1,0,No,Yes,No Water to Flush Latrine,Yes,Yes,Yes,Before Cooking|Before Eating|After Handling Livestock,No,,,,Yes,
20627195,05-09-2013 07:32:28 UTC,ss sagar samir maity,21.71770999,88.06553759,rpp4b4b3,South 24 Parganas,dhiman acharjee,radhakrishnapur bahirplot f.p,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto932766174320.jpg,Yes,Mark II,,Has its own water point/system,180,Yes,200,2004,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto863480773928.jpg,Yes,Improved Pit Latrine,,2009,1,2,0,0,0,Yes,Yes,No Water to Flush Latrine,Yes,No,Yes,After Defecating|After Eating|Before Eating,No,,,,No,
20117206,06-09-2013 07:16:28 UTC,SARBODAY SANGHA,21.98878374,87.84070655,s25fpl8n,East Medinipur,Deepak Kumar Gayan,Lakshi Abhinaba Vidyalaya,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1005702649097.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,324,No,,2008,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget|PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1121912884698.jpg,Yes,Pour  Flush Toilet with Septic Tank,,2008,1,3,2,3,0,Yes,No,,No,Yes,Yes,After Defecating|After Eating|Before Cooking|Before Eating|After Cleaning a Baby's Bottom,Yes,Yes,Yes,Yes,Yes,Yes
20242268,12-09-2013 09:28:10 UTC,null,21.73897526,87.74146391,rqoao1ie,East Medinipur,Basanta Kumar Ghorai,Nayaput Sudhir Kumar High School(H.S),School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto239487579350.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,1937,No,,2008,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget|PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto98954833988.jpg,Yes,Pour Flush Latrine|Pour  Flush Toilet with Septic Tank,,2010,3,8,4,10,0,Yes,No,,No,Yes,Yes,After Defecating|After Eating|Before Eating,Yes,Yes,Yes,Yes,Yes,Yes
20189992,02-01-2011 00:26:35 UTC,null,21.61271905,88.39805908,rkvhh6mk,South 24 Parganas,radhakanta bal,gobordhanpur f p school,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto826813842777.jpg,Yes,PHE 6 Handpump,,Has its own water point/system,113,No,,2011,No,,Yes,,,,No,,No,,,Yes,waser beastplet planjar,500,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto801277038578.jpg,Yes,Improved Pit Latrine,,2006,54,54,59,59,3,Could Not Access Latrines,No,,No,Yes,Yes,After Eating|Before Cooking|Before Eating,No,,,,No,
19639122,22-08-2013 06:41:12 UTC,null,21.90996675,87.95527662,ryj2z000,East Medinipur,mahmud hassan,banamalichata high school,School,Boys,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto158816906838.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,1500,Yes,600,2012,Yes,Technical Advice|Hardware|Software/Capacity Building/Training|Finance,Yes,,,,Yes,Chlorination,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget|PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto35130695725689.jpg,Yes,Pour  Flush Toilet with Septic Tank,,2012,0,0,2,4,0,Yes,No,,No,Yes,Yes,After Defecating|After Eating|Before Eating,Yes,No,No,,Yes,Yes
20240637,23-04-2011 10:06:09 UTC,Test,21.74431421,87.77689272,rqx4litk,East Medinipur,Ek-kari Mahapatra,Majilapur Birendra Vidyapith,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto755420318612.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,1443,No,,2012,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget|PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto427544555671.jpg,Yes,Pour Flush Latrine|Pour  Flush Toilet with Septic Tank,,2012,2,7,2,9,0,Yes,No,,No,Yes,Yes,After Defecating|Before Eating,Yes,Yes,Yes,No,Yes,Yes
20337089,02-09-2013 11:34:14 UTC,NAIHATI PROLIFE,22.78191392,88.53217705,t2l4ml1l,North 24 Parganas,Radhanath Ghosh,Dighara Haradayal Viddyapith,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1503396192341.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,1327,No,,2011,Yes,Technical Advice|Hardware|Software/Capacity Building/Training|Finance,Yes,,,,Yes,Filtration,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget|PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto3455706220417.jpg,Yes,Flush Toilet,,2011,2,5,2,5,0,Yes,No,,No,Yes,Yes,After Defecating|After Eating|Before Cooking|Before Eating|After Handling Livestock|After Cleaning a Baby's Bottom,No,,,,Yes,
20237877,13-09-2013 10:12:17 UTC,Council For Rural Welfare,21.78228557,87.77103607,rsnx8eq6,East Medinipur,Firoj Khan,Contai Rahamania High Madrasah,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto2385147155756.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,471,No,,2008,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget|PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto2255472717282.jpg,Yes,Pour Flush Latrine|Pour  Flush Toilet with Septic Tank,,2013,1,4,2,7,0,Yes,No,,No,Yes,Yes,After Defecating|After Eating|Before Eating,Yes,Yes,Yes,Yes,Yes,Yes
20495736,07-01-1980 08:28:31 UTC,SSDC-SUDIPTA,21.81968689,88.37808373,rudrxpvo,South 24 Parganas,Headmaster,DakshiMahendra Pur,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto5804664599156.jpg,Yes,Force lift Pump,,Has its own water point/system,1467,No,,2009,Yes,Finance,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto6670688158733.jpg,Yes,Pour  Flush Toilet with Septic Tank,,2009,750,750,615,615,1467,Yes,No,,Yes,Yes,Yes,After Eating,Yes,No,No,Yes,Yes,Yes
20721494,12-02-2011 01:25:27 UTC,ss sagar sajal,21.72896706,88.15932834,rq7qp86x,South 24 Parganas,sagar khanra,sumati nagar saraju fp school,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto13351888979508.jpg,Yes,Play Pump,,Has its own water point/system,215,No,,2009,Yes,Technical Advice|Software/Capacity Building/Training,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Could Not Calculate,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto13541581514909.jpg,Yes,Improved Pit Latrine,,2012,1,1,1,1,0,Yes,No,,Yes,Yes,Yes,After Defecating|After Eating|Before Cooking|Before Eating,No,,,,Yes,
20617499,13-09-2013 08:33:28 UTC,null,21.77482009,88.09310851,rsbl33xf,South 24 Parganas,samir ranjon giri,krishnanagar high school,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto941421630919.jpg,Yes,Mark II,,Has its own water point/system,1156,Yes,50,2006,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto853615051328.jpg,Yes,Improved Pit Latrine,,2011,3,4,3,4,0,Yes,No,,Yes,Yes,Yes,After Defecating|After Eating|Before Cooking|Before Eating,Yes,Yes,Yes,Yes,No,No
20117400,07-09-2013 06:40:03 UTC,SARBODAY SANGHA,21.83963017,87.90263634,rvarpe2a,East Medinipur,Debasis Mishra,Dakshin Khejuri Banimancha High School,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto50565223126167.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,1157,No,,2010,Yes,Finance,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget|PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto50651863049263.jpg,Yes,Pour  Flush Toilet with Septic Tank,,2010,3,5,4,5,0,Yes,No,,No,Yes,Yes,After Defecating|After Eating|Before Cooking|Before Eating,Yes,Yes,Yes,Yes,Yes,Yes
20189805,06-09-2013 06:50:17 UTC,SSSDC-HARIHAR,21.74398074,88.38027928,rqwkycii,South 24 Parganas,sunanda patra,kakshaskhaliEastParaF.P.School,School|Clinic/Health Post,Co-education,Primary,,Yes,PHE 6 Handpump with AMAL filter,,Shares the community water point/system,50,Yes,150,1997,No,,Yes,,,,Yes,Chlorination,No,,,No,,,No,,Yes,,Yes,jalabandu,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto652464416513.jpg,Yes,Improved Pit Latrine,,2003,1,1,1,1,0,No,No,,No,Yes,Yes,After Defecating|After Eating|Before Eating,No,,,,No,
20290889,06-09-2013 04:23:30 UTC,SSDC-DEBASIS,21.84906582,88.3379009,rvqd58vn,South 24 Parganas,Srikrishna Dss,Kamdavenagar F.P School,School,Co-education,Primary,,No,,NoTubel,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,,,,,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto5719439072465.jpg,Yes,Pour  Flush Toilet with Septic Tank,,2003,1,1,1,1,0,No,No,,No,No,Yes,After Defecating|Before Cooking|Before Eating,No,,,,Yes,
20623519,13-09-2013 10:20:37 UTC,ss sagar samir maity,21.74363218,88.11346554,rqw044a6,South 24 Parganas,arunava mandal,khansaheb abad j.r basic school,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto2383317963886.jpg,Yes,Mark II,,Has its own water point/system,125,Yes,150,2012,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto2325632478047.jpg,Yes,Improved Pit Latrine,,2010,1,3,1,3,0,Yes,No,,Yes,No,No,After Defecating|After Eating|Before Cooking|Before Eating,No,,,,No,
20338125,12-09-2013 10:37:17 UTC,NAIHATI PROLIFE,22.81065033,88.60196962,t3wnqe6b,North 24 Parganas,Subrata Kar Chowdhuri,Guma Rabindra Vidyapith,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto8490747023402.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,1930,No,,2011,Yes,Technical Advice|Hardware|Software/Capacity Building/Training|Finance,Yes,,,,No,,No,,,Yes,Broken parts repair of Sanitation block,6000,Yes,Broken Parts,Yes,,Not Applicable,,Yes,,School Budget|Government,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto8561090346158.jpg,Yes,Flush Toilet,,2011,2,5,2,5,0,Yes,Yes,No Water to Flush Latrine,No,Yes,No,After Defecating|After Eating|Before Cooking|Before Eating,Yes,Yes,Yes,Yes,Yes,No
20703782,10-09-2013 15:46:02 UTC,BESU,22.91294904,88.77066858,t8lttee2,North 24 Parganas,Iti Roy,Thakurnagar Balika Vidyalaya,School,Girls,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto2298732787486.jpg,Yes,PHE 6 Handpump with AMAL filter,,Has its own water point/system,1685,No,,2011,Yes,Technical Advice|Hardware|Software/Capacity Building/Training|Finance,Yes,,,,Yes,Filtration,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto2040704375621.jpg,Yes,Pour Flush Latrine,,2011,3,7,0,0,0,Yes,Yes,"Door Broken,Some Parts are broken,very unhygienic condition",Yes,Yes,No,After Defecating|After Eating|Before Cooking|Before Eating|After Handling Livestock|After Cleaning a Baby's Bottom,Yes,Yes,Yes,Yes,No,No
20235729,04-05-2011 12:40:41 UTC,Council For Rural Welfare,21.77204458,87.71032029,rs6zkisv,East Medinipur,Sasabindu Jana,Namal Kaliprasad Vidyapith(H.S),School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1527185943609.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,1496,No,,2011,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget|PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1322237426762.jpg,Yes,Pour Flush Latrine|Pour  Flush Toilet with Septic Tank,,2011,2,6,2,10,0,Yes,No,,No,Yes,Yes,After Defecating|After Eating|Before Eating,Yes,Yes,Yes,Yes,Yes,Yes
20225811,26-08-2013 07:47:03 UTC,Ashok. Sabuj Sangha,21.87345819,88.45714933,rwup9i8r,South 24 Parganas,Dipanker sit,H.G.Pur .F.P school,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto994374877949.jpg,Yes,Tara Direct Action Pump,,Has its own water point/system,77,No,,2007,No,,Yes,,,,No,,No,,,Yes,Was,3000,Yes,Low Water Flow,Yes,,Not Applicable,,No,Broken System,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1098655548120.jpg,Yes,Pour Flush Latrine,,2005,1,1,0,1,0,Yes,Yes,No Water to Flush Latrine|Latrine is Full,Yes,Yes,Yes,After Defecating|Before Eating,No,,,,No,
20115675,14-09-2013 07:48:10 UTC,Manikjore,21.97608325,87.53243421,s1kfl0l8,East Medinipur,Arun Kumar Mishra.,Mustafapur Joshoda Satsang Vidyapith,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto5447795760100.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,1123,No,,2010,No,,Yes,,,,No,,Yes,2,No Plumber/No one knows how to fix,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto5702506545012.jpg,Yes,Pour  Flush Toilet with Septic Tank,,2008,1,4,1,4,0,Yes,Yes,Structural Problems,No,No,No,After Defecating|After Eating|Before Cooking|Before Eating|After playing,Yes,No,No,No,No,No
