Instance,Submission Date,Submitter,Lat,Long,UniqueCode,District,14273350|Interviewee,School_Name,14273351|What kind of public institution is this?,Category,Type,14283355|Photo of Water Point,Improved_Water,14274381|What is the type of the water point/system?,14282353|What is the type of the water point?,14276355|Does the public institution have its own water point or does it share one with the community?,14274384|How many student/patients/patrons/staff use this water point/system?,14281365|Do any other community members use this water point/system?,14279375|How many additional community members use this water point/system?,14278375|What year was the water point/system constructed or rehabilitated?,14286350|Is the water point part of a Water For People supported project?,14275349|What role did Water For People play?,Enough_Water,14282355|Why doesn't the source provide enough water every day?,14283361|What months are there shortages?,14286354|How many hours a day is water available?,14277350|Is any water treatment done at the water point/system?,14280335|What water treatment is being done?,14282359|Has the water system been down for more than 1 day in the last 30 days (except for routine maintenance)?,14281370|How many days did it take to get it repaired?,14276364|Why was the system down for more than 1 day?,14273360|Have any major repairs been completed on the point/system in the past year?,14274390|What was repaired/replaced?,14275352|How much did the repairs cost?,14273361|Are there any current problems with the system that require attention?,14284364|What is the current problem?,14285366|Is water available from the system on the day of the visit?,14282364|Why isn't water available from the system on the day of the visit?,14276370|Was the Residual Chlorine within the permissible limit?,14285370|Residual Chlorine,14286366|Does the quantity of water available on the day of the visit meet government standards?,14237503|Why is there an inadequate amount of water?,14280345|Where does the money come from to operate and maintain the water point/system?,14281378|Photo of Sanitation Technology,14274397|Does the public institution have an improved sanitation facility?,14281379|What is the type of the improved sanitation technology?,14278388|What type of unimproved sanitation does the public institution use?,14273370|In what year was the sanitation technology implemented?,14278389|How many latrines are there for girls?,14276373|How many urinals are there for girls?,14237506|How many latrines are there for boys?,14273371|How many urinals are there for boys?,14281380|How many unisex latrines are there?,14279392|Is there evidence that the latrines are being used?,Funtioning_Optimally,14275367|What are the current problems?,Clean,Water_available,Soap_Available,14286373|When do you wash your hands with soap or other cleansing agent?,14281382|Is this a secondary school?,14284374|Is there any changing room attached with the sanitation block?,14286375|Is there any incinerator attached with the changing room?,Sanitary_Napkin,14274402|Is there utensil washing station available?,14277363|Is there any bathing enclosure in the toilet block or school?
39830352,27-01-2014 10:27:10 UTC,Sarboday-Sutahata,22.16754755,88.10683839,sad2md64,East Medinipur,Manindra Nath Gayen,Dhekua Vivekananda Agrani Sangha High School,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto6300141206120.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,400,No,,2012,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto6403328645084.jpg,Yes,Pour  Flush Toilet with Septic Tank,,2011,3,10,2,15,0,Yes,No,,Yes,Yes,No,Before Cooking|Before Eating,Yes,No,No,No,No,No
20111173,05-09-2013 09:49:06 UTC,SARBODAY SANGHA,21.94279229,87.78667305,s01dl1pm,East Medinipur,Gouri Sankar Manna,Subhaspalli Kunjabihari Vidyabhaban,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto3459567670003.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,675,No,,2011,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget|PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto3388454358233.jpg,Yes,Pour  Flush Toilet with Septic Tank,,2011,3,3,3,10,0,Yes,No,,No,Yes,Yes,After Defecating|After Eating|Before Cooking|Before Eating|After Handling Livestock|After Cleaning a Baby's Bottom,Yes,Yes,Yes,Yes,No,Yes
20638145,11-09-2013 14:17:05 UTC,null,21.77400013,88.35822524,rsa89mda,South 24 Parganas,Sujata Bera,Dakshin Shibgang Rambhabati F.P.School,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto392436004642.jpg,Yes,Tara Direct Action Pump,,Shares the community water point/system,62,Yes,120,2004,No,,Yes,,,,Yes,Wash,No,,,No,,,Yes,Poor Water Quality|Low Water Flow,Yes,,Not Applicable,,No,Irregular Supply,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto418801361088.jpg,Yes,Pour Flush Latrine,,2010,1,1,1,1,0,Yes,Yes,Structural Problems,No,No,No,After Defecating|Before Eating,No,,,,No,
20296283,13-09-2013 04:56:17 UTC,SSDC-DEBASIS,21.79693135,88.41630312,rtc5gkxv,South 24 Parganas,Himanshu Set,Banashyam nagar F.P.School,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto2159154187805.jpg,Yes,Tara Direct Action Pump,,Has its own water point/system,120,No,,2005,No,,No,Irregular Supply|Low Water Pressure|Broken Parts/System,,,No,,Yes,3,Lack of Money,No,,,Yes,Broken Parts|Low Water Flow,No,System is Broken|Handel Open to pumbrod,Not Applicable,,,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto2234741468078.jpg,Yes,Pour Flush Latrine,,2009,1,1,1,1,0,Yes,Yes,No Water to Flush Latrine|Structural Problems,No,No,No,After Defecating|Before Eating,No,,,,No,
20639125,11-09-2013 12:21:59 UTC,null,21.79138897,88.35715765,rt2z0zqr,South 24 Parganas,Rabindranath Manna,Patharpratima Anandalal Adarsha jn.basic School,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1254761901870.jpg,Yes,Tara Direct Action Pump,,Has its own water point/system,45,No,,2004,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1209354461684.jpg,Yes,Pour Flush Latrine,,2007,1,1,1,1,0,Yes,No,,No,No,No,After Defecating|Before Eating,No,,,,No,
39860291,28-01-2014 06:56:05 UTC,Sarboay-Sutahata,22.11109883,88.17626073,s7rpqftu,East Medinipur,Anadi Das,Baneswarchak Dakshin M.S.K.,School,Co-education,Non-Primary,,No,,Community THP,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,,,,,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto5243845703340.jpg,No,,Unimproved Pit Latrine,,,,,,,,,,,,,After Defecating|After Eating|Before Eating,,,,,No,
20334302,16-08-2013 04:57:29 UTC,test,22.89247789,88.41470394,t7nz30c3,North 24 Parganas,paban das,B   H  m,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto682022747897.jpg,Yes,Gravity Fed System,,Has its own water point/system,1000,No,,2010,Yes,Technical Advice|Hardware|Software/Capacity Building/Training|Finance,Yes,,,,Yes,Filtration,No,,,Don't Know,,,Yes,Broken Parts,Yes,,Not Applicable,,Yes,,School Budget|PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1290028759860.jpg,Yes,Improved Pit Latrine,,2010,2,4,2,3,0,Yes,No,,No,Yes,No,After Defecating|Before Cooking|Before Eating|After Handling Livestock,Yes,Yes,Yes,Yes,Yes,Yes
20706916,30-09-2013 16:07:00 UTC,BESU,23.03517421,88.52630743,te7z2nnz,Nadia,Ashis Bhownic,Rautary High School(HS),School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1555659942635.jpg,Yes,PHE 6 Handpump with AMAL filter,,Has its own water point/system,1200,No,,2008,Yes,Technical Advice|Hardware|Software/Capacity Building/Training|Finance,Yes,,,,Yes,Filtration,No,,,Yes,"Some parts broken(Tap,pipe)",500,Yes,Broken Parts,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1036017150882.jpg,Yes,Improved Pit Latrine,,2009,1,3,2,7,0,Yes,Yes,No Water to Flush Latrine|Structural Problems|No water source in both sanitation.,Yes,Yes,No,After Defecating|After Eating|Before Cooking|Before Eating|After Handling Livestock|After Cleaning a Baby's Bottom,Yes,No,No,No,No,No
19971128,21-08-2013 07:35:34 UTC,null,21.91024675,87.95532257,ryjjn4xt,East Medinipur,Debasish Jana,Pankhai B.M.Institution,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto453530712987.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,394,No,,2012,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget|PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1212570752048.jpg,Yes,Pour  Flush Toilet with Septic Tank,,2012,2,3,2,4,0,Yes,No,,No,Yes,Yes,After Defecating|After Eating|Before Cooking|Before Eating|After Handling Livestock,Yes,Yes,Yes,Yes,No,Yes
20505975,12-01-1980 06:08:40 UTC,SSDC-SUDIPTA,21.86835455,88.37964636,rwm9mf4k,South 24 Parganas,Praboth kumar Mirda,Raj Rajeswarpur Adarsa FP School,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto4603422896194.jpg,Yes,Tara Direct Action Pump,,Shares the community water point/system,115,No,,2003,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto4212958021880.jpg,Yes,Other EcoSan Latrine,,2008,69,69,46,46,1,Yes,No,,No,No,Yes,After Eating,No,,,,No,
20117542,12-09-2013 04:29:55 UTC,Manikjore,21.95631784,87.67759967,s0nqj2qv,East Medinipur,Kanyakumari Das.,Bamanbarh Balika Bidyamandir.,School,Girls,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto13376416488567.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,727,No,,2009,Yes,Technical Advice|Hardware|Finance,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto13328873001018.jpg,Yes,Pour  Flush Toilet with Septic Tank,,2009,4,5,0,0,0,Yes,No,,Yes,Yes,Yes,After Defecating|After Eating|Before Cooking|Before Eating|After Cleaning a Baby's Bottom,Yes,Yes,Yes,Yes,Yes,Yes
20636192,12-09-2013 12:35:27 UTC,SSDC-SRIDHAR,21.78227366,88.34626882,rsnwn3k6,South 24 Parganas,Arun Kr.Panda,Madhabnagar F.P School,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto7671617158271.jpg,Yes,Mark II,,Shares the community water point/system,85,Yes,200,2011,Yes,Technical Advice|Hardware,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget|Has no funds for operation and maintenance,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto7717147279121.jpg,Yes,Pour Flush Latrine,,2011,1,2,1,2,0,Yes,Yes,No Water to Flush Latrine,No,No,No,After Defecating|Before Cooking,No,,,,No,
20619260,05-09-2013 08:25:32 UTC,ss sagar samir maity,21.73596908,88.07236885,rqjbgmz7,South 24 Parganas,bhagyadhar giri,radhakrishnapur uttar f.p,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto478128234865.jpg,Yes,Mark II,,Has its own water point/system,84,Yes,120,2008,No,,No,Long Down Times|Broken Parts/System,,,No,,No,,,Yes,wasing of water,500,Yes,Broken Parts|Poor Water Quality,Yes,,Not Applicable,,No,Broken System,School Budget|Government,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto992244415305.jpg,Yes,Improved Pit Latrine,,1998,1,1,1,2,0,Yes,Yes,No Water to Flush Latrine,No,No,No,After Defecating|After Eating|Before Eating,No,,,,No,
19631356,26-08-2013 07:12:45 UTC,Gurupada. Sabuj Sangha,21.94678556,88.34007605,s07z54co,South 24 Parganas,Anitbaran Maiti,Meharpur J.B.School,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto498918975833.jpg,Yes,PHE 6 Handpump,,Shares the community water point/system,110,Yes,150,1955,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto981429412844.jpg,Yes,Improved Pit Latrine,,2006,1,1,1,1,0,Yes,No,,Yes,Yes,Yes,After Defecating|After Eating|Before Cooking|Before Eating,No,,,,No,
20695494,30-09-2013 16:35:25 UTC,null,22.85695287,88.74292011,t618be4l,North 24 Parganas,SMRITI MUKHERJEE,MASLANDAPUR BHUDEV SMRITY BALIKA VIDYALAYA,School,Girls,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto865014355771.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,2568,No,,2007,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Could Not Calculate,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto955103100886.jpg,Yes,Pour Flush Latrine,,2009,8,20,0,0,0,Yes,No,,No,Yes,No,After Defecating|After Eating|Before Cooking|Before Eating|After Handling Livestock|After Cleaning a Baby's Bottom,Yes,Yes,Yes,Yes,No,No
20706650,01-10-2013 09:57:26 UTC,BESUS,22.84045557,88.71816866,t59xy5sd,North 24 Parganas,TAPAS KUMAR BAIN,BAUGACHHI KASHIBALA VIDYAPITH,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto998855654609.jpg,Yes,PHE 6 Handpump with AMAL filter,,Has its own water point/system,1645,Yes,60,2009,Yes,Technical Advice|Hardware|Software/Capacity Building/Training|Finance,Yes,,,,Yes,Filtration,Yes,0,THE SCHOOL AUTHORITY WANTS TO SHIFT THE FILTER TO GROUND FLOOR,No,,,Yes,SHIFTING OF FILTER TO RESUME WATER SUPPLY,No,System is Down for Maintenance or Repair,Not Applicable,,,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto844967654120.jpg,Yes,Pour Flush Latrine,,2009,2,8,2,8,0,Yes,No,,Yes,No,No,After Defecating|After Eating|Before Eating|After Cleaning a Baby's Bottom,Yes,Yes,Yes,Yes,No,No
20296273,12-09-2013 05:46:56 UTC,null,21.7893727,88.4310945,rszncvpy,South 24 Parganas,In Charge,Purba Banashyamnagar FP.School,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto5225897963005.jpg,Yes,Tara Direct Action Pump,,Has its own water point/system,57,Yes,10,2000,No,,Yes,,,,Yes,Chlorination,Yes,1,Broken Planjer,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto5337656294308.jpg,Yes,Pour Flush Latrine,,2009,1,1,1,1,0,Yes,No,,No,No,No,After Defecating|Before Eating,No,,,,No,
39860280,28-01-2014 06:22:40 UTC,Sarboay-Sutahata,22.10757381,88.16565268,s7lw5ut4,East Medinipur,Lakshmi Tudu,Patharberia Balika Vidyalaya,School,Girls,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto3972997314664.jpg,Yes,Gravity Fed System,,Has its own water point/system,489,No,,2002,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto4033174102995.jpg,Yes,Pour  Flush Toilet with Septic Tank,,2008,5,5,0,0,0,Yes,Yes,Structural Problems,Yes,Yes,Yes,After Defecating|After Eating|Before Eating|After Cleaning a Baby's Bottom,Yes,No,No,Yes,Yes,No
20226771,28-08-2013 06:49:08 UTC,Ashok. Sabuj Sangha,21.83737029,88.46360878,rv715joc,South 24 Parganas,Debbrata Sit,L.J.Pur State Plan F .P School,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto271203887942.jpg,Yes,Tara Direct Action Pump,,Has its own water point/system,40,No,,2007,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto635792846682.jpg,Yes,Pour Flush Latrine,,2009,2,1,1,2,0,Yes,No,,No,Yes,Yes,After Defecating|After Eating|Before Eating,No,,,,No,
20294711,06-01-2011 01:32:42 UTC,SSSDC-HARIHAR,21.73226765,88.39025525,rqd76blq,South 24 Parganas,sougata bera,krishnadaspur laxmikanta cicusikha niketan,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto941526153576.jpg,Yes,Tara Direct Action Pump,,Has its own water point/system,38,No,,1998,No,,Yes,,,,No,,No,,,Yes,badi head buket footvalb,1500,Yes,Low Water Flow,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto909276519787.jpg,Yes,Improved Pit Latrine,,2003,17,17,21,21,2,No,No,,No,Yes,Yes,After Eating|Before Cooking|Before Eating|After Handling Livestock|After Cleaning a Baby's Bottom,No,,,,No,
20055277,05-09-2013 10:49:01 UTC,SARBODAY SANGHA,21.9701365,87.80158319,s1alc5q7,East Medinipur,Suchismita Das Choudhuri,Thakurnagar Nanda Mahila Vidyapith,School,Girls,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto5901413434504.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,246,No,,2009,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget|PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto5942343976498.jpg,Yes,Pour  Flush Toilet with Septic Tank,,2009,2,4,0,0,0,Yes,No,,No,Yes,Yes,After Defecating|After Eating|Before Cooking|Before Eating|After Handling Livestock|After Cleaning a Baby's Bottom,Yes,Yes,Yes,Yes,Yes,Yes
20700448,14-09-2013 06:55:30 UTC,BESUS,23.04371445,88.59306653,tem3iusq,Nadia,PROSANTO KR ROY,JAGULI NETAJI VIDYAPITH,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1798834118942.jpg,Yes,PHE 6 Handpump with AMAL filter,,Has its own water point/system,1860,No,,2008,Yes,Technical Advice|Hardware|Software/Capacity Building/Training|Finance,Yes,,,,Yes,Filtration,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto3100241833783.jpg,Yes,Pour Flush Latrine,,2008,2,6,2,11,0,Yes,No,,No,Yes,No,After Defecating|After Eating|Before Cooking|Before Eating|After Handling Livestock|After Cleaning a Baby's Bottom,Yes,Yes,Yes,Yes,No,No
20230396,26-08-2013 06:16:05 UTC,Panchanan. Sabuj Sangha,21.97205186,88.36462927,s1drni7y,South 24 Parganas,Sreema  Manna,Raypur  Gheri    No  5   Fp  School,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto257411987306.jpg,Yes,Noria Pump,,Has its own water point/system,66,Yes,25,2007,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,No,no,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto926195617678.jpg,Yes,VIP,,2005,1,1,1,1,0,Yes,Yes,No Water to Flush Latrine,Yes,Yes,Yes,After Eating|Before Cooking|Before Eating,No,,,,Yes,
20113049,16-08-2013 09:27:48 UTC,test,21.93034571,87.87560922,rzgsce90,East Medinipur,Soumendu Sekhar Middya,Deulpota Matangini Vidyapith,School|NGO,Boys,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto2889845075447.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,354,No,,2012,No,,Yes,,,,Yes,Chlorination,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto3007456861334.jpg,Yes,Pour  Flush Toilet with Septic Tank,,2012,0,0,2,3,0,Yes,No,,No,Yes,Yes,After Defecating|After Eating|Before Cooking|Before Eating|After Handling Livestock|After Cleaning a Baby's Bottom,Yes,No,No,,Yes,Yes
20241702,02-01-2011 18:45:50 UTC,Panchanan. Sabuj Sangha,21.75631396,88.429718,rrgz1ts9,South 24 Parganas,Swapan kr. Sau,Rakhalpur F.P School,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1054736694367.jpg,Yes,Tara Direct Action Pump,,Has its own water point/system,218,No,,2001,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto960638946563.jpg,Yes,Improved Pit Latrine|Pour  Flush Toilet with Septic Tank,,1999,1,1,1,2,0,Yes,Yes,No Water to Flush Latrine,Yes,Yes,Yes,After Defecating|Before Eating,No,,,,No,
39840394,28-01-2014 09:55:37 UTC,Sarboday-Sutahata,22.14019306,88.11346001,s93u9tpq,East Medinipur,Soumen Das,Dorokrishnanagar Banithirtha Balika Vidyalay,School,Girls,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto2583964753451.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,1030,No,,2011,Yes,Technical Advice,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto2675371095004.jpg,Yes,Pour  Flush Toilet with Septic Tank,,2011,4,15,0,0,0,Yes,No,,No,Yes,Yes,After Defecating|After Eating|Before Cooking|Before Eating|After Handling Livestock,Yes,Yes,Yes,Yes,Yes,Yes
20519093,19-01-1980 07:35:56 UTC,SSDC-SUDIPTA,21.75069396,88.31402184,rr7og6x0,South 24 Parganas,Amandu Maity,"Baradapurmadanmohan F,P School",School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto965668530365.jpg,Yes,Mark II,,Has its own water point/system,125,No,,2011,No,,Yes,,,,No,,No,,,No,,,No,,No,Rationing,Not Applicable,,,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1003362408544.jpg,Yes,Improved Pit Latrine,,2008,1,1,0,1,0,No,No,,No,Yes,Yes,After Defecating|After Eating,No,,,,No,
20221035,10-09-2013 05:39:23 UTC,null,21.72757046,88.4318587,rq5fy17i,South 24 Parganas,Palash Maiti,Sridarnagar Subash Chandra F .P .School,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto759638458253.jpg,Yes,PHE 6 Handpump,,Has its own water point/system,67,No,,2003,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1310441741952.jpg,Yes,Pour Flush Latrine,,2007,1,1,1,1,0,Yes,No,,No,Yes,Yes,After Defecating|After Eating|Before Cooking|Before Eating,No,,,,No,
20704870,30-09-2013 16:33:27 UTC,BESU,23.06576074,88.53060548,tfmkbn7e,Nadia,Subhamoy Nag,Chakdah Purbachal Vidyapith,School,Boys,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto6896475709348.jpg,Yes,PHE 6 Handpump with AMAL filter,,Shares the community water point/system,1875,Yes,100,2008,Yes,Technical Advice|Hardware|Software/Capacity Building/Training|Finance,Yes,,,,Yes,Filtration,No,,,No,,,Yes,Due to iron problem some parts are damadge,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto7105076203734.jpg,Yes,Pour Flush Latrine,,2008,0,0,4,2,0,Yes,Yes,"Some parts are broken,pipe damadge",Yes,Yes,No,After Defecating|After Eating|Before Cooking|Before Eating|After Handling Livestock|After Cleaning a Baby's Bottom,Yes,No,No,,No,No
20724968,06-08-2011 19:17:07 UTC,null,21.68394766,88.069743,ro5abq2h,South 24 Parganas,Bimal Kumar Jana,Natendrapur Natendranath High School HS,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto204764465335.jpg,Yes,PHE 6 Handpump,,Has its own water point/system,2100,No,,2001,No,,Yes,,,,No,,No,,,Yes,Wash,7000,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto635613861091.jpg,Yes,Improved Pit Latrine,,2010,5,6,4,10,0,Yes,No,,No,Yes,Yes,After Defecating|Before Eating,Yes,Yes,Yes,Yes,Yes,Yes
20194622,06-09-2013 07:29:01 UTC,Gurupada. Sabuj Sangha,21.81353539,88.48663994,ru3ls5oi,South 24 Parganas,Samiran Patra,Purba Sripatinagar F.P School,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto289823425296.jpg,Yes,Mark II,,Has its own water point/system,114,No,,2012,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,,Yes,Improved Pit Latrine|Pour  Flush Toilet with Septic Tank,,2010,1,2,1,2,0,Yes,No,,No,Yes,Yes,After Defecating|Before Eating,No,,,,Yes,
20342062,13-09-2013 10:30:03 UTC,NAIHATI PROLIFE,22.85349414,88.55037956,t5vibdbz,North 24 Parganas,Kutubuddin Mollah,Suria Moulana Azad High School,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1091637677093.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,1689,No,,2009,Yes,Technical Advice|Hardware|Software/Capacity Building/Training|Finance,Yes,,,,No,,No,,,No,,,Yes,Broken Parts,Yes,,Not Applicable,,Yes,,School Budget|Government,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1125231854343.jpg,Yes,Flush Toilet,,2009,2,7,2,8,0,Yes,Yes,No Water to Flush Latrine,No,Yes,No,After Defecating|After Eating|Before Cooking|Before Eating|After Cleaning a Baby's Bottom,Yes,Yes,Yes,Yes,Yes,No
20640201,20-09-2013 13:16:35 UTC,null,21.73839343,88.32612989,rqnc50xp,South 24 Parganas,Mohinimohan Das,Kishorinagar Sishutirtha F.P.School,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto5482542054778.jpg,Yes,PHE 6 Handpump,,Shares the community water point/system,150,Yes,500,2010,No,,No,Long Down Times|Irregular Supply,,,No,,No,,,No,,,Yes,Poor Water Quality|Low Water Flow,Yes,,Not Applicable,,No,Rationing,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto5529328248625.jpg,Yes,Pour Flush Latrine,,2009,1,2,1,2,0,Yes,Yes,No Water to Flush Latrine|Structural Problems,No,No,No,After Defecating|Before Cooking,No,,,,No,
20729300,06-08-2011 23:43:38 UTC,null,21.64784114,88.06222049,rmhl0w6m,South 24 Parganas,Sabita Das,Gangasagar Panumajhani FP School,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto348161499027.jpg,Yes,Mark II,,Has its own water point/system,65,Yes,100,2010,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto156463562015.jpg,Yes,Improved Pit Latrine,,2006,1,1,1,1,0,Yes,Yes,No Water to Flush Latrine|Structural Problems,Yes,Yes,Yes,After Defecating|Before Eating,No,,,,Yes,
20336059,07-09-2013 09:29:47 UTC,Naihati Prolife,22.80299769,88.50366921,t3jzoc18,North 24 Parganas,Nazrul Islam,Elmenoor Barkatia High Madrasah,School,Co-education,Non-Primary,,Yes,Gravity Fed System with Pump,,Has its own water point/system,1931,No,,2010,Yes,Technical Advice|Hardware|Software/Capacity Building/Training|Finance,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget|PTA/WATSAN fund,,Yes,Pour  Flush Toilet with Septic Tank,,2010,4,12,2,8,0,Yes,No,,No,Yes,No,After Defecating|After Eating|Before Eating,Yes,Yes,Yes,Yes,Yes,No
